<persName n="manual">Aast</persName> or <persName n="manual">Asi</persName>	father of <persName n="rel"><persName n="Amrou" key="ent0365=12">Amrou</persName></persName>	ch51	v09p172	ent0001	persName	father of <persName n="rel"><persName n="Amrou" key="ent0365=12">Amrou</persName></persName>, 
<geogName n="qual2-river" type="river">Ganges</geogName>	river	ch65	v11p193	ent2684	geogName	river, 
<persName>Gannys</persName>	<roleName>eunuch</roleName>	ch06	v01p184	ent2685	persName	<roleName>eunuch</roleName>, 
<placeName n="captured2-destroyed-by">Ganzaca</placeName>	<persName n="Temple of Peace:Sir William Temple:Temple of Janus:Temple of Concord:Temple of Minerva:Temple of Neptune" key="ent5595=4:ent6379=4:ent5588=2:ent5586=1:ent5591=0:ent5593=0">Temple</persName> of	ch46	v08p103	ent2686	placeName	<persName n="Temple of Peace:Sir William Temple:Temple of Janus:Temple of Concord:Temple of Minerva:Temple of Neptune" key="ent5595=4:ent6379=4:ent5588=2:ent5586=1:ent5591=0:ent5593=0">Temple</persName> of, destroyed by <persName n="Heraclius I:Heraclius" key="ent3062=20:ent3060=1">Heraclius</persName>, 
<placeName n="captured2-destroyed-by">Ganzaca</placeName>	<persName n="Temple of Peace:Sir William Temple:Temple of Janus:Temple of Concord:Temple of Minerva:Temple of Neptune" key="ent5595=4:ent6379=4:ent5588=2:ent5586=1:ent5591=0:ent5593=0">Temple</persName> of	ch46	v08p105	ent2686	placeName	<persName n="Temple of Peace:Sir William Temple:Temple of Janus:Temple of Concord:Temple of Minerva:Temple of Neptune" key="ent5595=4:ent6379=4:ent5588=2:ent5586=1:ent5591=0:ent5593=0">Temple</persName> of, destroyed by <persName n="Heraclius I:Heraclius" key="ent3062=20:ent3060=1">Heraclius</persName>, 
<rs type="divinity" n="manual">Gapt</rs>	one of the Anses or Demi-gods	ch38	v06p299	ent2687	rs-divinity	one of the Anses or Demi-gods, 
<geogName n="qual2-lake" type="lake">Garda</geogName>	Lake	ch11	v02p065	ent2688	geogName	Lake, 
<placeName n="manual">Garden of the Epicureans</placeName>	at <placeName n="Athens" key="ent0712=30">Athens</placeName>	ch40	v07p076	ent2689	placeName	at <placeName n="Athens" key="ent0712=30">Athens</placeName>, 
<geogName n="qual2-mount" type="mountain">Mount Garganus</geogName>	<ref type="volpage" target="ch43:v07p256">vii.256 and note</ref> ; <ref type="volpage" target="ch56:v10p084">x.84</ref>.</p>
	ch43	v07p256	ent2690	geogName	
<geogName n="qual2-mount" type="mountain">Mount Garganus</geogName>	<ref type="volpage" target="ch43:v07p256">vii.256 and note</ref> ; <ref type="volpage" target="ch56:v10p084">x.84</ref>.</p>
	ch56	v10p084	ent2690	geogName	
<persName n="rol4">Garibald</persName>	<roleName>King of <placeName>Bavaria</placeName></roleName>	ch45	v08p035	ent2691	persName	<roleName>King of <placeName>Bavaria</placeName></roleName>, allies himself with <persName n="Autharis" key="ent0759=1">Autharis</persName>, 
<geogName n="qual2-mountain" type="mountain">Garizim</geogName>	mountain of blessing	ch47	v08p172	ent2692	geogName	mountain of blessing, 
<persName n="heur1-Arab">Gascony</persName>	subdued by the <rs type="ethnic" n="Arabs" key="ent0530=37">Arabs</rs>	ch52	v09p252	ent2693	persName	subdued by the <rs type="ethnic" n="Arabs" key="ent0530=37">Arabs</rs>, 
<persName n="heur1-Arab">Gassan</persName>	Arabian tribe	ch24	v04p126	ent2694	persName	Arabian tribe, 
<persName n="heur1-Arab">Gassan</persName>	Arabian tribe	ch42	v07p205	ent2694	persName	Arabian tribe, 
<persName n="heur1-Arab">Gassan</persName>	Arabian tribe	ch50	v09p013	ent2694	persName	in Syrian territory, 
<persName n="heur1-Arab">Gassan</persName>	Arabian tribe	ch51	v09p157	ent2694	persName	defeated by Caled, 
<persName type="author2" n="fore3"><forename>W.</forename> <surname>Gass</surname></persName>	on Gennadius and Pletho	ch66	v11p286	ent2695	persName	on Gennadius and Pletho, 
<persName type="author2" n="fore3"><forename>W.</forename> <surname>Gass</surname></persName>	on Gennadius and Pletho	ch64	v11p141	ent2695	persName	on Gennadius and Pletho, 
<persName type="author2" n="fore3"><forename>W.</forename> <surname>Gass</surname></persName>	on Gennadius and Pletho	ch27	v05p008	ent2695	persName	on Gennadius and Pletho, 
<persName n="qual2-father" type="father">Gaudentius</persName>	father of <persName n="rel"><persName n="Aetius" key="ent0151=13">Aetius</persName></persName>	ch33	v05p340	ent2696	persName	father of <persName n="rel"><persName n="Aetius" key="ent0151=13">Aetius</persName></persName>, 
<persName n="qual2-father" type="father">Gaudentius</persName>	father of <persName n="rel"><persName n="Aetius" key="ent0151=13">Aetius</persName></persName>	ch35	v06p041	ent2696	persName	father of <persName n="rel"><persName n="Aetius" key="ent0151=13">Aetius</persName></persName>, 
<persName n="qual2-father" type="father">Gaudentius</persName>	father of <persName n="rel"><persName n="Aetius" key="ent0151=13">Aetius</persName></persName>	ch35	v06p078	ent2696	persName	his betrothal to <persName n="Eudoxia" key="ent2405=6">Eudoxia</persName>, 
<persName n="the-mod"><surname>Gaudentius</surname></persName>	<addName>the notary</addName>	ch22	v04p024	ent2697	persName	<addName>the notary</addName>, 
<persName n="the-mod"><surname>Gaudentius</surname></persName>	<addName>the notary</addName>	ch22	v04p036	ent2697	persName	death, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch01	v01p024	ent2698	placeName	provinces of, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch01	v01p025	ent2698	placeName	provinces of, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch01	v01p025	ent2698	placeName	divided by <persName n="Augustus" key="ent0743=18">Augustus</persName>, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch01	v01p025	ent2698	placeName	<placeName n="Celtic Gaul" key="ent1485=1">Celtic</placeName>, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch02	v01p040	ent2698	placeName	limited toleration in, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch06	v01p204	ent2698	placeName	tribute, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch11	v02p080	ent2698	placeName	usurpers in, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch11	v02p081	ent2698	placeName	usurpers in, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch12	v02p118	ent2698	placeName	invaded by <rs type="ethnic" n="Lygians" key="ent3905=1">Lygians</rs>, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch13	v02p151	ent2698	placeName	peasant revolt in, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch13	v02p152	ent2698	placeName	peasant revolt in, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch15	v02p337	ent2698	placeName	<rs type="religon" n="Christianity" key="ent1597=22">Christianity</rs> in, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch17	v03p159	ent2698	placeName	capitation tax, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch19	v03p259	ent2698	placeName	capitation tax, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch19	v03p266	ent2698	placeName	by the <rs type="ethnic" n="Alamanni" key="ent0203=0">Alamanni</rs>, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch22	v04p002	ent2698	placeName	<persName n="Julian" key="ent3512=73">Julian</persName> in, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch22	v04p013	ent2698	placeName	outlaws in, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch25	v04p222	ent2698	placeName	invaded by the <rs type="ethnic" n="Saxons" key="ent5801=12">Saxons</rs>, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch30	v05p174	ent2698	placeName	by <rs type="ethnic" n="Suevi" key="ent6211=11">Suevi</rs>, <rs type="ethnic" n="Vandals" key="ent6811=29">Vandals</rs> and <rs type="ethnic" n="Burgundians" key="ent1196=20">Burgundians</rs>, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch35	v06p043	ent2698	placeName	sqq.; Alani in, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch35	v06p044	ent2698	placeName	<rs type="ethnic" n="Visigoths" key="ent2846=49">Visigoths</rs> in, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch36	v06p131	ent2698	placeName	<rs type="ethnic" n="Visigoths" key="ent2846=49">Visigoths</rs> in, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch37	v06p200	ent2698	placeName	<rs type="ethnic" n="Barbarians" key="ent0856=11">Barbarians</rs> in Gaul converted from Arianism, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch37	v06p209	ent2698	placeName	revolution of, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch38	v06p251	ent2698	placeName	allodial lands of, 
<placeName n="space-at-comma">Gaul</placeName>	provinces of	ch38	v06p275	ent2698	placeName	<rs type="ethnic" n="Britons" key="ent1156=6">Britons</rs> in, 
<rs type="ethnic" n="manual">Gauls</rs>	in <placeName n="Lombardy" key="ent3827=5">Lombardy</placeName>	ch01	v01p026	ent2699	rs-ethnic	in <placeName n="Lombardy" key="ent3827=5">Lombardy</placeName>, 
<rs type="ethnic" n="manual">Gauls</rs>	in <placeName n="Lombardy" key="ent3827=5">Lombardy</placeName>	ch09	v01p277	ent2699	rs-ethnic	in <placeName n="Germany" key="ent2767=18">Germany</placeName>, 
<rs type="ethnic" n="manual">Gauls</rs>	in <placeName n="Lombardy" key="ent3827=5">Lombardy</placeName>	ch15	v02p287	ent2699	rs-ethnic	religion of, 
<rs type="ethnic" n="manual">Gauls</rs>	in <placeName n="Lombardy" key="ent3827=5">Lombardy</placeName>	ch38	v06p239	ent2699	rs-ethnic	relation of, to the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs>, 
<persName n="mr-etc"><roleName>M.</roleName> <surname>Gayangos</surname></persName>	<ref type="volpage" target="ch51:v09p225">ix.225 note</ref>.</p>
	ch51	v09p225	ent2700	persName	
<placeName n="captured1-besieged-by">Gayeta</placeName>	besieged by the <rs type="ethnic" n="Saracens" key="ent5753=11">Saracens</rs>	ch52	v09p287	ent2701	placeName	besieged by the <rs type="ethnic" n="Saracens" key="ent5753=11">Saracens</rs>, 
<placeName n="captured1-besieged-by">Gayeta</placeName>	besieged by the <rs type="ethnic" n="Saracens" key="ent5753=11">Saracens</rs>	ch52	v09p288	ent2701	placeName	siege raised, 
<placeName n="captured1-besieged-by">Gayeta</placeName>	besieged by the <rs type="ethnic" n="Saracens" key="ent5753=11">Saracens</rs>	ch52	v09p288	ent2701	placeName	maritime state of, 
<name>Gayuk</name>	(Kuyuk)	ch64	v11p140	ent2702	noclass	(Kuyuk), Khan, 
<placeName n="space-at-comma">Gaza</placeName>	temples at	ch23	v04p078	ent2703	placeName	temples at, 
<placeName n="space-at-comma">Gaza</placeName>	temples at	ch51	v09p168	ent2703	placeName	taken by the <rs type="ethnic" n="Saracens" key="ent5753=11">Saracens</rs>, 
<placeName n="space-at-comma">Gaza</placeName>	temples at	ch59	v10p318	ent2703	placeName	battle of, 
<foreign>Gazi</foreign>	holy war of the <rs type="ethnic" n="Turks" key="ent6692=23">Turks</rs>	ch64	v11p156	ent2705	noclass	holy war of the <rs type="ethnic" n="Turks" key="ent6692=23">Turks</rs>, 
<foreign>Gazi</foreign>	holy war of the <rs type="ethnic" n="Turks" key="ent6692=23">Turks</rs>	ch65	v11p187	ent2705	noclass	carried on by <persName n="Timour" key="ent6576=23">Timour</persName>, 
<rs type="ethnic">Gazi</rs>	(Ghazi)	ch57	v10p179	ent2706	rs-ethnic	(Ghazi), title of Sultan Soliman, 
<placeName n="qual1-city" type="city">Gazna</placeName>	city of	ch57	v10p148	ent2707	placeName	city of, and province of, 
<rs n="qual1-dynasty" type="dynasty">Gaznevides</rs>	dynasty of	ch57	v10p148	ent2708	rs-dynasty	dynasty of, 
<persName n="heur1-physician">Geber</persName>	Arabian physician	ch52	v09p275	ent2709	persName	Arabian physician, 
<persName n="rol4">Geberic</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Goths:Goths" key="ent2844=25:ent5554=1">Goths</rs></rs></roleName>	ch16	v03p089	ent2710	persName	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Goths:Goths" key="ent2844=25:ent5554=1">Goths</rs></rs></roleName>, 
<placeName n="qual2-seaport" type="seaport">Gedda</placeName>	Arabian seaport	ch50	v09p009	ent2711	placeName	Arabian seaport, 
<placeName n="qual1-district" type="district">Gedrosia</placeName>	district of	ch08	v01p262	ent2712	placeName	district of, 
<persName n="qual2-leader" type="leader">Gegnesius</persName>	Paulician leader	ch54	v10p004	ent2713	persName	Paulician leader, 
<persName n="qual2-leader" type="leader">Gegnesius</persName>	Paulician leader	ch54	v10p010	ent2713	persName	date of, 
<persName>Geisa</persName>	<roleName>Hungarian king</roleName>	ch55	v10p049	ent2714	persName	<roleName>Hungarian king</roleName>, 
<rs>Gelalaean era</rs>	of the <rs type="ethnic" n="Turks" key="ent6692=23">Turks</rs>	ch57	v10p175	ent2715	noclass	of the <rs type="ethnic" n="Turks" key="ent6692=23">Turks</rs>, 
<persName n="manual">Gelaleddin</persName>	defeated by <persName n="Zingis Khan" key="ent7114=20">Zingis Khan</persName>	ch64	v11p139	ent2716	persName	defeated by <persName n="Zingis Khan" key="ent7114=20">Zingis Khan</persName>, 
<persName n="manual">Gelaleddin</persName>	defeated by <persName n="Zingis Khan" key="ent7114=20">Zingis Khan</persName>	ch64	v11p155	ent2716	persName	activity of, 
<persName n="manual">Gelaleddin</persName>	defeated by <persName n="Zingis Khan" key="ent7114=20">Zingis Khan</persName>	ch61	v11p030	ent2716	persName	death, 
<persName n="genname"><surname>Gelasius</surname> <genName n="1">I.</genName></persName>	<roleName n="rulex">Pope</roleName>	ch20	v03p322	ent2717	persName	<roleName n="rulex">Pope</roleName>, 
<persName n="genname"><surname>Gelasius</surname> <genName n="1">I.</genName></persName>	<roleName n="rulex">Pope</roleName>	ch29	v05p125	ent2717	persName	abolishes the festival of the <rs type="festival" n="Lupercalia" key="ent3878=4">Lupercalia</rs>, 
<persName n="genname"><surname>Gelasius</surname> <genName n="1">I.</genName></persName>	<roleName n="rulex">Pope</roleName>	ch30	v05p154	ent2717	persName	deplores the state of <placeName n="Italy" key="ent3361=38">Italy</placeName>, 
<persName n="genname"><surname>Gelasius</surname> <genName n="2">II.</genName></persName>	<roleName n="rulex">Pope</roleName>	ch69	v12p075	ent2718	persName	<roleName n="rulex">Pope</roleName>, 
<persName n="rol4">Gelimer</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Vandals" key="ent6811=29">Vandals</rs></rs></roleName>	ch37	v06p190	ent2719	persName	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Vandals" key="ent6811=29">Vandals</rs></rs></roleName>, in <placeName n="Africa" key="ent0157=43">Africa</placeName>, 
<persName n="rol4">Gelimer</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Vandals" key="ent6811=29">Vandals</rs></rs></roleName>	ch41	v07p086	ent2719	persName	deposes <persName n="Hilderic" key="ent3121=2">Hilderic</persName>, 
<persName n="rol4">Gelimer</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Vandals" key="ent6811=29">Vandals</rs></rs></roleName>	ch41	v07p087	ent2719	persName	deposes <persName n="Hilderic" key="ent3121=2">Hilderic</persName>, 
<persName n="rol4">Gelimer</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Vandals" key="ent6811=29">Vandals</rs></rs></roleName>	ch41	v07p100	ent2719	persName	defeated by <persName n="Belisarius" key="ent0967=33">Belisarius</persName>, 
<persName n="rol4">Gelimer</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Vandals" key="ent6811=29">Vandals</rs></rs></roleName>	ch41	v07p104	ent2719	persName	further adventures, 
<persName n="rol4">Gelimer</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Vandals" key="ent6811=29">Vandals</rs></rs></roleName>	ch41	v07p107	ent2719	persName	flight of, 
<persName n="rol4">Gelimer</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Vandals" key="ent6811=29">Vandals</rs></rs></roleName>	ch41	v07p110	ent2719	persName	captivity of, 
<persName n="rol4">Gelimer</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Vandals" key="ent6811=29">Vandals</rs></rs></roleName>	ch41	v07p113	ent2719	persName	interview with <persName n="Belisarius" key="ent0967=33">Belisarius</persName>, 
<persName n="rol4">Gelimer</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Vandals" key="ent6811=29">Vandals</rs></rs></roleName>	ch41	v07p115	ent2719	persName	at <placeName n="Constantinople" key="ent1809=0">Constantinople</placeName>, 
<persName n="rol4">Gelimer</persName>	<roleName>King of <rs type="ethnic">the <rs type="ethnic" n="Vandals" key="ent6811=29">Vandals</rs></rs></roleName>	ch41	v07p116	ent2719	persName	retires to <placeName n="Galatia" key="ent2662=1">Galatia</placeName>, 
<rs type="ethnic">Gelli</rs>	<ref type="volpage" target="ch13:v02p168">ii.168 note</ref>.</p>
	ch13	v02p168	ent2720	rs-ethnic	
<rs type="ethnic">Geloni</rs>	<ref type="volpage" target="ch26:v04p285">iv.285</ref>.</p>
	ch26	v04p285	ent2721	rs-ethnic	
<persName n="fore3"><forename>H.</forename> <surname>Gelzer</surname></persName>	<ref type="volpage" target="ch40:v07p079">vii.79 note</ref>.</p>
	ch40	v07p079	ent2722	persName	
<persName n="fore3"><forename>H.</forename> <surname>Gelzer</surname></persName>	<ref type="volpage" target="ch40:v07p079">vii.79 note</ref>.</p>
	ch48	v08p249	ent2722	persName	estimate of <persName n="Theophilus" key="ent6496=5">Theophilus</persName>, 
<placeName n="manual">Gemoniae</placeName>	<placeName n="manual">the Gemonian stairs</placeName>	ch03	v01p103	ent2723	placeName	<placeName n="manual">the Gemonian stairs</placeName>, 
<rs type="military" n="manual">Roman Generals</rs>	(<rs type="military" n="manual">Imperatores</rs>)	ch03	v01p078	ent2724	rs-military	(<rs type="military" n="manual">Imperatores</rs>), 
<rs type="military" n="manual">Roman Generals</rs>	(<rs type="military" n="manual">Imperatores</rs>)	ch03	v01p079	ent2724	rs-military	(<rs type="military" n="manual">Imperatores</rs>), 
<persName type="author1">Genesius</persName>	<ref type="volpage" target="ch52:v09p282">ix.282 note</ref>.</p>
	ch52	v09p282	ent2725	persName	
<persName type="author1">Genesius</persName>	<ref type="volpage" target="ch52:v09p282">ix.282 note</ref>.</p>
	ch52	v09p314	ent2725	persName	works of, 
<persName type="author1">Genesius</persName>	<ref type="volpage" target="ch52:v09p282">ix.282 note</ref>.</p>
	ch35	v06p055	ent2725	persName	works of, 
<persName type="author1">Genesius</persName>	<ref type="volpage" target="ch52:v09p282">ix.282 note</ref>.</p>
	ch35	v06p054	ent2725	persName	life of, 
<persName type="author1">Genesius</persName>	<ref type="volpage" target="ch52:v09p282">ix.282 note</ref>.</p>
	ch38	v06p216	ent2725	persName	life of, 
<persName n="rol4">Gennadius</persName>	monk and <roleName>Patriarch of <placeName>Constantinople</placeName></roleName>	ch68	v12p022	ent2726	persName	monk and <roleName>Patriarch of <placeName>Constantinople</placeName></roleName>, 
<persName n="rol4">Gennadius</persName>	monk and <roleName>Patriarch of <placeName>Constantinople</placeName></roleName>	ch68	v12p023	ent2726	persName	monk and <roleName>Patriarch of <placeName>Constantinople</placeName></roleName>, 
<persName n="rol4">Gennadius</persName>	monk and <roleName>Patriarch of <placeName>Constantinople</placeName></roleName>	ch68	v12p056	ent2726	persName	monk and <roleName>Patriarch of <placeName>Constantinople</placeName></roleName>, 
<persName type="author2_patriarch" n="qual2-patriarch">Gennadivus</persName>	<roleName>Patriarch of <placeName>Constantinople</placeName></roleName>	ch37	v06p197	ent2727	persName	<roleName>Patriarch of <placeName>Constantinople</placeName></roleName>, on the creed of <persName n="St. Athanasius" key="ent0707=24">Athanasius</persName>, 
<name>Gennerid</name>	Master-General of Dalmatia	ch31	v05p233	ent2728	noclass	Master-General of Dalmatia, strengthens the Illyrian frontier, 
<placeName n="qual1-city" type="city">Genoa</placeName>	city of	ch41	v07p160	ent2729	placeName	city of, destroyed by the <rs type="ethnic" n="Franks" key="ent2607=43">Franks</rs>, 
<rs type="ethnic" n="manual">Genoese</rs>	engineers	ch58	v10p256	ent2730	rs-ethnic	engineers, 
<rs type="ethnic" n="manual">Genoese</rs>	engineers	ch61	v11p035	ent2730	rs-ethnic	assist the Greeks against the Latins, 
<rs type="ethnic" n="manual">Genoese</rs>	engineers	ch62	v11p068	ent2730	rs-ethnic	settle in suburb of <placeName n="Galata" key="ent2661=10">Galata</placeName>, 
<rs type="ethnic" n="manual">Genoese</rs>	engineers	ch63	v11p120	ent2730	rs-ethnic	settle in suburb of <placeName n="Galata" key="ent2661=10">Galata</placeName>, 
<rs type="ethnic" n="manual">Genoese</rs>	engineers	ch63	v11p121	ent2730	rs-ethnic	attacked by the <rs type="ethnic" n="Venetians" key="ent6843=14">Venetians</rs>, 
<rs type="ethnic" n="manual">Genoese</rs>	engineers	ch63	v11p122	ent2730	rs-ethnic	privileges conferred upon the, by <persName n="genname"><persName n="Michael VIII" key="ent4307=22">Michael VIII</persName>.</persName> and Andronicus the Elder, 
<rs type="ethnic" n="manual">Genoese</rs>	engineers	ch63	v11p122	ent2730	rs-ethnic	trade of, 
<rs type="ethnic" n="manual">Genoese</rs>	engineers	ch63	v11p123	ent2730	rs-ethnic	war of, with <persName n="John Cantacuzene" key="ent1337=24">Cantacuzene</persName>, 
<rs type="ethnic" n="manual">Genoese</rs>	engineers	ch63	v11p124	ent2730	rs-ethnic	they destroy the Greek fleet, 
<rs type="ethnic" n="manual">Genoese</rs>	engineers	ch63	v11p125	ent2730	rs-ethnic	defeat the Venetians and Greeks, 
<rs type="ethnic" n="manual">Genoese</rs>	engineers	ch63	v11p127	ent2730	rs-ethnic	their treaty with the empire, 
<rs type="ethnic" n="manual">Genoese</rs>	engineers	ch68	v12p033	ent2730	rs-ethnic	of <placeName n="Galata" key="ent2661=10">Galata</placeName>, give free passage to the <rs type="ethnic" n="Turks" key="ent6692=23">Turks</rs>, 
<rs type="ethnic" n="manual">Genoese</rs>	engineers	ch68	v12p042	ent2730	rs-ethnic	policy of, suspected, 
<rs>Roman Gens</rs>	<ref type="volpage" target="ch44:v07p360">vii.360</ref> <ref type="volpage" target="ch44:v07p361">sq.</ref></p>
	ch44	v07p360	ent2731	noclass	
<rs>Roman Gens</rs>	<ref type="volpage" target="ch44:v07p360">vii.360</ref> <ref type="volpage" target="ch44:v07p361">sq.</ref></p>
	ch44	v07p361	ent2731	noclass	
<persName n="qual2-son" type="son">Genso</persName>	son of <persName n="rel">Genseric</persName>	ch36	v06p130	ent2733	persName	son of <persName n="rel">Genseric</persName>, 
<name>Gentiles</name>	term in <rs type="law" n="Roman law of Incest:Roman law of Inheritance:Roman law of Interest:Roman law of Property" key="ent3276=2:ent3291=2:ent3304=2:ent5304=2">Roman law</rs>	ch44	v07p361	ent2734	noclass	term in <rs type="law" n="Roman law of Incest:Roman law of Inheritance:Roman law of Interest:Roman law of Property" key="ent3276=2:ent3291=2:ent3304=2:ent5304=2">Roman law</rs>, 
<persName>Gentoo</persName>	<roleName>sovereign</roleName>	ch47	v08p192	ent2735	persName	<roleName>sovereign</roleName>, acknowledged by the <rs type="religious" n="manual">Christians</rs> of St. Thomas, 
<persName><surname>Gentoos</surname> of <placeName>Hindostan</placeName></persName>	war with Mahmad	ch57	v10p149	ent2736	persName	war with Mahmad, 
<persName n="qual2-father" type="father">Geoffrey</persName>	father of <persName n="genname"><persName n="Henry II" key="ent3043=2">Henry II</persName>.</persName>	ch69	v12p073	ent2737	persName	father of <persName n="genname"><persName n="Henry II" key="ent3043=2">Henry II</persName>.</persName>, of <placeName n="England" key="ent2335=0">England</placeName>, 
<roleName n="manual">Geographer</roleName> of Ravenna	<ref type="volpage" target="ch10:v02p023">ii.23 note</ref>.</p>
	ch10	v02p023	ent2738	roleName	
<name>Geography</name>	early <persName n="Christian" key="ent1596=1">Christian</persName>	ch40	v07p038	ent2739	noclass	early <persName n="Christian" key="ent1596=1">Christian</persName>, 
<name>Geometry</name>	studied at <placeName n="Alexandria" key="ent0253=30">Alexandria</placeName>	ch47	v08p139	ent2740	noclass	studied at <placeName n="Alexandria" key="ent0253=30">Alexandria</placeName>, 
<title n="manual">Geoponics</title> of <persName n="manual"><forename n="fore6">Constantine</forename> <surname>Porphyrogenitus</surname></persName>	<ref type="volpage" target="ch53:v09p316">ix.316</ref> and sate.</p>
	ch53	v09p316	ent2741	title	
<persName n="rol4"><forename n="fore6">George</forename> <surname>Brancovic</surname></persName>	<roleName>Despot of <placeName>Servia</placeName></roleName>	ch68	v12p020	ent2742	persName	<roleName>Despot of <placeName>Servia</placeName></roleName>, sends troops to Mohammed, 
<persName n="fore5"><forename>George</forename> <surname>Brankovic</surname></persName>	<ref type="volpage" target="ch67:v11p305">xi.305</ref>.</p>
	ch67	v11p305	ent2743	persName	
<persName><surname>George</surname> of <placeName>Cappadocia</placeName></persName>	<ref type="volpage" target="ch21:v03p391">iii.391</ref>;  <ref type="volpage" target="ch23:v04p096">iv.96 and note sqq.</ref>	ch21	v03p391	ent2744	persName	
<persName><surname>George</surname> of <placeName>Cappadocia</placeName></persName>	<ref type="volpage" target="ch21:v03p391">iii.391</ref>;  <ref type="volpage" target="ch23:v04p096">iv.96 and note sqq.</ref>	ch23	v04p096	ent2744	persName	
<persName><surname>George</surname> of <placeName>Cappadocia</placeName></persName>	<ref type="volpage" target="ch21:v03p391">iii.391</ref>;  <ref type="volpage" target="ch23:v04p096">iv.96 and note sqq.</ref>	ch23	v04p097	ent2744	persName	
<persName><surname>George</surname> of <placeName>Pisidia</placeName></persName>	<ref type="volpage" target="ch46:v08p103">viii.103 note</ref>.</p>
	ch46	v08p103	ent2745	persName	
<persName><surname>George</surname> of <placeName>Pisidia</placeName></persName>	<ref type="volpage" target="ch46:v08p103">viii.103 note</ref>.</p>
	ch46	v08p111	ent2745	persName	de Bello Avarico, 
<persName><surname>George</surname> of <placeName>Pisidia</placeName></persName>	<ref type="volpage" target="ch46:v08p103">viii.103 note</ref>.</p>
	ch46	v08p118	ent2745	persName	Heracliad, 
<persName><surname>George</surname> of <placeName>Sienna</placeName></persName>	<ref type="volpage" target="ch68:v12p027">xii.27 note</ref>.</p>
	ch68	v12p027	ent2746	persName	
<persName><surname>George</surname> of <placeName>Trebizond</placeName></persName>	writings of	ch66	v11p256	ent2747	persName	writings of, 
<persName><surname>George</surname> of <placeName>Trebizond</placeName></persName>	writings of	ch66	v11p284	ent2747	persName	writings of, 
<persName type="author1"><forename n="fore6">George</forename> <surname>Phranza</surname></persName>	ambassador to <persName n="genname"><persName n="Amurath II" key="ent0369=17">Amurath II</persName>.</persName>	ch65	v11p207	ent2748	persName	ambassador to <persName n="genname"><persName n="Amurath II" key="ent0369=17">Amurath II</persName>.</persName>, 
<persName type="author1"><forename n="fore6">George</forename> <surname>Phranza</surname></persName>	ambassador to <persName n="genname"><persName n="Amurath II" key="ent0369=17">Amurath II</persName>.</persName>	ch65	v11p207	ent2748	persName	his account of <persName n="Bajazet I:Bajazet" key="ent0825=18:ent0827=1">Bajazet</persName>, 
<persName>George</persName>	<roleName>Sicilian admiral</roleName>	ch56	v10p132	ent2750	persName	<roleName>Sicilian admiral</roleName>, besieges <placeName n="Mahadia" key="ent3955=1">Mahadia</placeName>, 
<placeName n="manual">Georgia</placeName>	beauty of the inhabitants	ch42	v07p217	ent2751	placeName	beauty of the inhabitants, 
